x,z
0.606090463980002,0.2697955353345294
0.028740194790373375,-0.3075547338550958
0.7880459844395242,-0.26842402921044484
0.14833779165927008,-0.7840577775377617
0.6594607247545142,-0.49457222250990945
0.459654138738796,-0.8310885103423276
-0.11769613045094829,-1.4084387795318405
-0.4699652761897509,-1.842837223094398
0.07442347163614349,-1.389074447335882
-0.502926797553978,-1.9664247165254556
-0.04849657906533,-1.5555475533503083
-0.41181397537314957,-1.934991222362683
-0.6679972722349233,-0.9944924684322963
-0.396341282282826,-1.9314912231381103
-0.38380902574290193,-1.8465277694920272
-0.3844889662632364,-1.793917832137098
0.34933307540949116,-1.655038800938279
0.3203984415550947,-1.1891542955774346
0.07395950463027931,-1.322087894636805
-0.06358587282060171,-1.430177183059092
-0.042540421940487835,-1.4248223039762107
-0.5930340380862811,-1.725793573103776
-0.6213821010623124,-1.6566877281781465
-0.0724987953676629,-1.3115890838300808
0.02198734358337784,-0.8417402603167055
0.1882080014650228,-0.299321770130378
-0.22949244109450284,-0.5726808202986168
-0.8270978689097291,-0.7298909069070627
-0.042431027266438104,-0.48702715434936905
0.4871184945208298,-0.26317753704136454
0.12712638223919498,-0.8277114302233315
0.8695819221373102,-1.4883523626624693
0.6580027312684393,-1.9678106321994742
1.229037782663096,-1.7747682842358043
1.9849438658780763,-2.2355453521795243
2.5764915359183598,-1.63495935353216
2.7526354535468194,-1.5510470157625198
1.9334982444117235,-1.835425146753197
1.7709032059081005,-1.516345156983809
2.382002425691548,-1.3519052538143126
1.6475385267748344,-1.7668951613990136
2.2501485505510415,-2.5634368798438567
2.128184309848199,-3.223813830717981
2.546079764834872,-2.878364120396723
3.1090186829506763,-2.1769872750465957
2.6654982899081583,-2.5034952890478754
3.116462520399613,-3.383664575815897
3.708010190434907,-2.783078577166257
4.254539288623867,-2.9900371104902783
4.013353372015462,-3.3783291158426527
4.541799322100682,-2.771395138050165
5.326779669928776,-2.3797359025370124
4.573566734131258,-2.830143875163867
5.265522729518283,-2.38060618834114
4.727678802452921,-2.64569629203553
4.994579688985213,-2.112787323806911
5.772374172649495,-2.165139391392912
5.550113070234467,-1.4439971655920338
5.7618633591336375,-1.4001295580799937
5.610469058496401,-0.4129890489362461
5.53145770555358,-0.3432141772576114
5.63431293863608,-0.19716843666923559
5.935652022614689,-0.35370602048002797
5.899278719830642,-0.3343334858909242
6.3871760836700595,0.07519973342783565
5.9714673014686905,0.06507247515167792
6.084048226561345,0.1541059615612778
6.176112395710547,0.022783201393755892
6.7107513889136134,0.08809755579942376
6.4990041799137295,-0.8868090390064164
6.924242768341705,-1.79188944669555
6.275871940155506,-2.388472976607682
5.67398866229233,-2.9150236328958288
5.160683049083718,-3.626706583814163
4.935040269986154,-4.044063344603437
4.823410015803269,-4.216757672691814
5.4090590332227295,-4.890476042709821
5.824893378048577,-5.21292207557103
6.661820170198473,-5.383320320336461
6.842906417227681,-5.935698454522076
7.75430545815858,-5.619436557048592
7.295722683783695,-4.730807609665411
7.6048620800435405,-3.954442209295335
8.58515659214365,-4.1409343062180435
8.94010189691279,-4.676474620086018
8.914423600833905,-3.7081270437009892
8.344762716872715,-4.083004175218072
7.91160418407819,-3.4702267421868593
8.837687747567172,-3.101639722270529
9.611662158007546,-3.2830893505487913
10.349589156142661,-2.7726725298276786
10.967403332317625,-2.6399079883100165
11.696024728034763,-2.507878946683825
12.570546176094027,-2.3584741943456136
13.518904089758323,-2.216420405438698
14.454728293643385,-2.0128092617538296
13.527468391845863,-2.3870223899134615
12.693029823636854,-2.265618630410166
11.78249340424328,-2.4159430618455975
10.842090670009519,-2.6769655977145743
9.890579110114922,-2.9108553912508714
10.336342850389418,-3.1269404364090234
10.928190281365357,-3.5058329468633347
11.609892432449909,-3.7808697752658147
12.516823352594384,-3.631491288601873
12.035372512019515,-3.155085411525869
11.642484424794,-2.53988013261573
11.041539108828315,-2.162002976627206
10.691965017416882,-1.4558560822119042
11.235728423009945,-2.0738629426685993
11.686634763835558,-2.6414738873253274
12.042002034578545,-3.3120129222488055
12.632831755429063,-4.056227215927495
13.461302085898996,-4.496317621911246
13.521622319713671,-5.475958266781824
13.742782486717,-6.44622001502697
14.05175377592816,-7.385694707436639
14.258574920674606,-8.14142315172115
13.391549561179124,-8.212811623446624
12.849522233455339,-7.894296563347966
12.525737625873493,-7.172898533551567
12.400495381411071,-6.266098579105218
12.031345646182395,-5.632105993195346
11.481252413692633,-5.068597257877166
11.129751255552549,-4.4184789305067405
10.433190257910095,-3.950155133181565
10.190010152284527,-4.413156722676379
9.762462078681649,-5.048357893801336
9.837736958431638,-4.729770364507079
9.356114090713682,-3.889723374552312
8.800675123304291,-3.107229548177112
8.307539180979617,-2.259332443329078
8.520152924259794,-1.811923240159771
8.438217948926598,-1.3743501442925632
8.307210832509114,-0.9665516175495978
8.327256777071398,-1.3040709440888372
8.427260417107547,-1.7431404855147552
8.5358578898557,-2.258186608241748
8.567653518314518,-2.530314771341272
9.183279702452188,-3.23472197984724
9.92563907778613,-3.792583683538372
10.781466382307935,-3.3216134373653796
10.933712870924223,-2.3663038858396
10.728106280686589,-1.418194881580532
10.319883628157204,-0.6095311465160926
9.67396316046323,-0.18366792046426833
9.031862897137952,0.4804628494601723
8.432692743147784,1.168047272256194
7.783526786715043,1.7215661983202402
7.048218510337151,1.7123084700636915
6.236119433209233,1.7396782420316756
5.4046545961885615,1.897113860937638
4.5763613007109125,2.20953155306853
3.822278574189262,2.536217076665604
3.1038966883773362,2.951426708574071
2.3810314489382844,3.286778816951409
1.74716542698427,3.752036359517962
1.0749708067489872,4.182085045128986
0.37310575688608005,4.553452478690072
-0.3112847942729362,4.958843566825736
-1.0430248458193556,5.2569504902150355
-1.7688055616791254,5.611555132736378
-2.472516149958617,6.007868322837014
-3.1847277006595296,6.3465553284886465
-3.881034187493416,6.753778557476881
-4.617302737835584,7.062350333176711
-5.3382972893324165,7.421718399552483
-6.087498014983303,7.760621031210326
-6.825096218898986,8.123669419349655
-7.540869459914691,8.491825413533471
-8.265453831788792,8.852852044410081
-8.964251459724117,9.254609428242647
-9.691645815420419,9.625685933419048
-10.47178284615314,9.914189767504743
-11.217703733326976,10.233823834330671
-11.971035150497396,10.576855196101093
-12.697755373138941,10.927918287327442
-13.381566776110757,11.343616901326218
-14.06042798877522,11.888247234914111
-14.783676037685733,12.225532845400238
-15.448653835760474,12.581306078189293
-15.776904665930426,13.235578392576278
-16.35049108114814,13.751142302616765
-17.0328151530945,14.17852935147544
-17.78139723155104,14.515983832210381
-18.49958333904628,14.84960611720169
-18.93282949867592,15.395322362088375
-19.453463777583956,16.246646944884883
-19.52998589278476,16.571503537027265
-19.480557205176677,17.56254662075684
-19.31593353998353,17.60537537102425
-18.582391334931554,17.42996640081763
-18.0202388472363,16.883940489565497
-17.835367877732768,15.999593983749483
-18.10350901361212,15.059706803279765
-18.2958864780147,14.08200292466244
-18.609610899438845,13.184589947434182
-18.929531893507928,12.284062319244088
-19.025913670082268,13.158739417121103
-19.19451926111657,14.099939227230546
-19.51956091361526,13.555905836698706
-19.773860198404215,14.028404337528727
-19.575175507425715,14.82503319412785
-19.625860822448516,14.059166434463677
-18.675675161669723,13.793967132714625
-19.50236476156264,14.334504997297614
-19.18316206714284,13.998387873733451
-18.987939101848607,13.616507527119918
-18.8127463900391,13.036152049154905
-18.41440427525265,12.52248528096887
-18.86718598042166,13.301981609707205
-19.27605426976393,12.468954201130503
-19.575509521588753,11.516820297400201
-19.50977005022128,10.52142957601077
-19.96896246423524,10.141824410951633
-19.143247821939234,9.781766940799278
-19.447379820612294,10.164316985409325
-19.653985200494365,10.852616033530932
-19.481112086705917,11.813995354937392
-19.45738045176571,12.748302870430946
-19.75830917525355,13.137643130035288
-20.247233174801966,13.621719473714393
-20.556310326563946,14.149304339009658
-20.42110928944717,14.595766637888167
-20.691518942917543,15.117590413024999
-20.67618830071143,15.83824042130173
-20.966410179658276,16.184747000317188
-21.046292908043803,16.535427282297334
-21.272957334200747,16.993716789948298
-21.719786208564877,17.284668750288407
-22.186636182438182,17.601247750575997
-22.564817084080726,17.844487216384632
-22.723907531377225,18.20814920832886
-22.977174439386747,18.561633386174034
-23.10214299414046,18.997970427102537
-23.307198920022614,19.464080064512785
-23.755155509473568,19.836023998325818
-24.30611868481431,20.172306747319517
-24.859454396320228,20.57388527269906
-25.153480342362258,20.958308611350393
-25.37822071693038,21.350605425409448
-25.78322651385522,21.67821540734069
-25.986841471148903,22.061337104024403
-26.13171964558014,22.09817625970917
-26.28563956985327,21.417576412615574
-26.071182375888547,22.092021083800656
-25.84517737320288,22.006097691404094
-25.210186373668456,21.848443140243806
-25.17973732905209,20.850139140959996
-24.520900747075327,21.17893538402007
-24.273715448652634,20.33080671475932
-24.900886348047397,19.552708578687035
-24.65436016908699,18.79119522266211
-25.355596994694253,18.134695176879198
-25.411456258237045,17.403778036683825
-26.192325751361324,17.640207152660906
-26.705164781700056,17.524311549493465
-27.02458492117535,16.95689162600408
-27.681901790825787,17.51070282219847
-28.33454170981884,18.084401942867956
-28.97706005840839,18.64628997647319
-29.563521554250713,19.268214393306923
-30.15997210107601,19.868849274700143
-30.760968314016875,20.508665411055834
-31.37535071005564,21.107698863700048
-31.926642624446913,21.724328105627066
-32.570237515409914,22.29593913660161
-33.201204075290036,22.8548765777046
-33.842285714003864,23.435320554902624
-34.483536290291575,24.000388579473682
-35.05561420941634,24.619424985853783
-35.27233124263354,24.600280742193135
-35.329528282739716,25.558332395140223
-34.96899869559531,24.86400844799238
-34.50728323069612,24.074114811949965
-33.747802233823776,24.146437959552586
-34.04215456737648,23.603384634752103
-34.3304979719063,23.2550958759911
-34.48012201932088,23.31664572458953
-35.438545631957076,23.554055472427383
-35.58496406262837,23.832635306290896
-35.85920032992032,23.499317462055455
-34.86403162078529,23.527006831680943
-34.64601745293765,22.868626363622226
-34.39087436136858,22.040364357222856
-34.140103143439745,21.191147105960848
-33.623275901366185,20.3587049710051
-33.26096458912726,19.437131040985008
-32.94493363767704,18.55197714556924
-32.729568009019616,17.651589742294025
-32.52785016077207,16.801298249802006
-32.32988510609698,15.914210614517085
-32.13231292608006,15.039799063462079
-31.981241608971715,14.174209127440722
-31.78843299374383,13.323605075759055
-31.517296799506948,12.473953737847964
-31.275807262678818,11.645268056362521
-31.055701712890706,10.82507192563831
-30.85104433458206,10.001176822419454
-30.637801810400468,9.198572179986936
-30.44780036896309,8.324945382241024
-30.220469917169787,7.457387858361027
-30.013620609953175,6.5441625882070635
-29.790004896899546,5.651651633294487
-29.541175276814574,4.852378240342318
-29.33393933343929,3.9944050594944
-29.11014283645984,3.1457670590594535
-28.854256788410254,2.2593456861790804
-28.705623552525065,1.436174572021069
-28.477856793819708,0.6172937728670804
-28.220627268423716,-0.19513596766425778
-28.037813574425897,-1.0198152796887214
-27.848231553576664,-1.85201860474124
-27.435307953800727,-2.704078577840131
-27.19287653862637,-3.5566255140267886
-26.979192134315966,-4.36036208488336
-26.825004937781998,-5.1793572800201
-26.62483259404432,-5.997882273781198
-26.402722004152853,-6.807047618653777
-26.171568498218015,-7.587161290298991
-25.95207694252241,-8.436125925269891
-25.751685291465925,-9.229185381086992
-25.548533426199057,-10.070392807772595
-25.3517074416337,-10.866442849061817
-25.14739268555275,-11.68573371085551
-24.929540268179963,-12.514592968188444
-24.79406768208971,-13.374840598392304
-24.645026570635785,-14.230889708515862
-24.557357125812246,-15.110354370774012
-24.448157815040798,-16.00334045595033
-24.25713481357565,-16.88239639335696
-24.117803486668045,-17.769232613369358
-24.03110059941726,-18.712050823342537
-23.826800908332757,-19.546152647211855
-23.700064430267894,-20.434512704860158
-23.533964035302454,-21.30472762630493
-23.427959369660634,-22.167866474528015
-23.32023080421217,-23.05835789580028
-22.569922207207107,-23.549454974015905
-22.93902864538605,-23.451945139878255
-23.218924106690558,-23.068384244068664
-23.08143936904913,-22.27718912035493
-22.5202659969599,-21.482075010689663
-21.875975390327653,-21.029849340846013
-21.301336352122153,-21.160787362663307
-21.023729088301966,-21.731100111642768
-21.134470242051194,-22.71030047955735
-21.30054186038836,-23.666892687512224
-21.63659571349782,-24.605005908154777
-21.906341766922722,-25.542462448046713
-22.50053096912467,-25.3249152035257
-22.609397872961143,-25.6901833443019
-21.926996608170967,-26.39455602286375
-21.019873438261794,-26.161241160863693
-20.384617554483647,-26.136812359442576
-19.942492609543894,-26.406098851598898
-20.26309642721901,-27.1050850170631
-20.578658477681188,-27.88480371377174
-21.04660565429197,-28.62052123878622
-21.535067449077836,-29.301807451831223
-22.080076355238038,-30.031791498096034
-22.63292577825631,-30.759043097078226
-23.114301824892635,-31.51857649132432
-23.666789497264343,-32.26966088245486
-24.25731700043209,-33.01720002918852
-24.794057909426066,-33.761187617701246
-25.19377483146976,-34.54314337697283
-25.690983967917397,-35.286729362116866
-26.202860041036633,-35.99503786967859
-26.717517929763286,-36.71921740833853
-27.20563394460174,-37.44584997533452
-27.677601416346466,-38.16838477755301
-28.148292397835238,-38.8889540866647
-28.612149731894085,-39.64308084545404
-29.07709054397688,-40.39375507282829
-29.47847042198894,-41.14156986119988
-29.936357369105572,-41.86753757111057
-30.42424984690375,-42.600899399996145
-30.929710501624903,-43.34674014214278
-31.396157341659116,-44.07541710272318
-31.808300315956686,-44.84203379729777
-32.1454983561566,-45.596936566104
-32.67701754168617,-46.250254816193106
-33.04801326526187,-47.03279824030509
-33.36649760282807,-47.76205136458508
-33.8548170182786,-48.51018754801256
-34.29578780776293,-49.26008660466731
-34.77247991705193,-49.985975961351194
-35.28912770880484,-50.7318508495344
-35.78483109899454,-51.48805458993738
-36.17763519548018,-52.2307754303701
-36.65949761459271,-52.96118661382974
-37.127622543253324,-53.70999413336522
-37.64876310112485,-54.437099229089426
-38.17760220365296,-55.1633509758007
-38.607012146542466,-55.90024302721012
-39.060449908848895,-56.62422044151811
-39.51261839994958,-57.37478894971122
-40.459541034100155,-57.61597740931395
-40.848427900103246,-58.39124958351974
-41.286208992340974,-59.15307764496026
-41.76547536293125,-59.8754045204978
-42.182264023679295,-60.63651715320847
-42.64423369818735,-61.37128183196948
-42.904146978309605,-62.202426882954484
-43.21660057861622,-63.0092180874296
-43.564740884947724,-63.77067086437435
-43.96302623562673,-64.54359637751276
-44.350667989568926,-65.31496797302034
-44.74692688675799,-66.07261313293917
-44.916921272777415,-66.8856877394439
-45.386082900461304,-67.60185620999013
-45.71808641727639,-67.52710149352572
-45.26314466589163,-68.41285861473729
-44.79741919205493,-69.23383968331262
-44.1061324827311,-69.74094452088644
-44.24554479829114,-68.77005560573627
-45.18489478457043,-68.69530226264298
-45.154301749964944,-67.6966336092449
-44.55507639063257,-68.45355751767607
-43.827845362148466,-69.11085716084442
-43.30426415214181,-69.93433552793293
-43.198921220931524,-70.92814649846156
-43.8152511375999,-71.71457664473799
-43.72875508006147,-72.71076735358088
-43.512555523365094,-73.68708694260792
-43.22133308142993,-74.64348135407273
-42.9438953177255,-75.60246039043695
-42.66460153370339,-76.5626419102707
-42.353129459297854,-77.51283808661023
-42.23564045504807,-78.50591081032768
-41.97308526725879,-79.47079221048689
-41.70583930953847,-80.43431786398675
-41.46049580202751,-81.40365744707499
-41.5800337465149,-82.32960041094854
-40.60222050660952,-82.5336990278727
-40.56911750410687,-83.53197160789227
-40.32118759585213,-84.4979755052533
-40.17285654491474,-85.48220974718068
-39.824318799246655,-86.4181961795546
-39.23723835236249,-87.22579618904334
-40.00929148005763,-86.59228456100166
-40.17596451751692,-87.57026602325323
-39.65549910138447,-88.3869245063128
-39.30399784800316,-89.31628885689624
-38.99464273394164,-90.2620669997388
-38.60216157707764,-91.1664497538475
-38.27208706365398,-92.10431385371339
-38.120572759984,-93.08159762213243
-37.73936182159378,-93.99536622160441
-37.48567065021145,-94.95403334251276
-37.025728650549034,-95.83212138244492
-36.38173606868582,-95.46282219459833
-36.386982131677705,-94.46567163893398
-36.1519988732711,-95.43749589490716
-35.92474351867379,-96.41131074902928
-36.28351005198311,-95.48622190295457
-35.45443131148424,-96.00655658915247
-35.45952677115463,-97.00444137280272
-35.375804505201344,-97.91698811679804
-35.67100225755648,-97.24148899521808
-35.840686842805844,-96.92142303988149
-36.4499665529716,-96.17598856616596
-37.311084517198644,-96.65592943420603
-37.90743276408797,-95.85588810366505
-38.72798282226296,-95.2886599645908
-37.87619257439478,-95.80507371988413
-37.140720707727226,-96.39982539269015
-36.31379966120155,-96.95122945030978
-35.49615081005142,-97.51296876119532
